Gmt time,Open,High,Low,Close,Volume
03.01.2017 18:00:00.000,1.04273,1.04319,1.04136,1.04152,9602.1299
03.01.2017 19:00:00.000,1.04150,1.04151,1.04055,1.04109,6771.0698
03.01.2017 20:00:00.000,1.04108,1.04175,1.04021,1.04021,7786.3999
03.01.2017 21:00:00.000,1.04018,1.04072,1.04018,1.04063,3862.75
03.01.2017 22:00:00.000,1.04061,1.04134,1.04046,1.04100,1942.98
03.01.2017 23:00:00.000,1.04100,1.04245,1.04100,1.04179,7252.4102
04.01.2017 00:00:00.000,1.04179,1.04181,1.03923,1.03947,6999.6699
04.01.2017 01:00:00.000,1.03948,1.04025,1.03902,1.03936,7494.7202
04.01.2017 02:00:00.000,1.03936,1.04065,1.03934,1.04059,6234.46
04.01.2017 03:00:00.000,1.04057,1.04082,1.03980,1.04056,5010.1802
04.01.2017 04:00:00.000,1.04056,1.04097,1.04027,1.04028,4441.7998
04.01.2017 05:00:00.000,1.04028,1.04095,1.04019,1.04068,3849.73
04.01.2017 06:00:00.000,1.04067,1.04148,1.03995,1.04064,5538.3901
04.01.2017 07:00:00.000,1.04065,1.04216,1.04058,1.04174,10334.9102
04.01.2017 08:00:00.000,1.04173,1.04403,1.04154,1.04340,15315.4297
04.01.2017 09:00:00.000,1.04338,1.04457,1.04285,1.04386,12640.9902
04.01.2017 10:00:00.000,1.04384,1.04442,1.04273,1.04326,12208.6602
04.01.2017 11:00:00.000,1.04327,1.04454,1.04277,1.04318,11985.3301
04.01.2017 12:00:00.000,1.04318,1.04416,1.04237,1.04339,12324.8701
04.01.2017 13:00:00.000,1.04342,1.04462,1.04281,1.04394,12936.3096
04.01.2017 14:00:00.000,1.04394,1.04637,1.04369,1.04624,18319.3105
04.01.2017 15:00:00.000,1.04625,1.04809,1.04537,1.04764,19764.4102
04.01.2017 16:00:00.000,1.04764,1.04917,1.04717,1.04755,14894.79
04.01.2017 17:00:00.000,1.04755,1.04841,1.04694,1.04719,8438.7305
04.01.2017 18:00:00.000,1.04720,1.04827,1.04677,1.04785,5620.7598
04.01.2017 19:00:00.000,1.04782,1.05001,1.04521,1.04666,18479.8594
04.01.2017 20:00:00.000,1.04663,1.04870,1.04639,1.04863,8775.7695
04.01.2017 21:00:00.000,1.04861,1.04954,1.04809,1.04911,5079
04.01.2017 22:00:00.000,1.04905,1.04926,1.04836,1.04881,2647.6101
04.01.2017 23:00:00.000,1.04878,1.05015,1.04811,1.04973,3621.1799
05.01.2017 00:00:00.000,1.04971,1.05405,1.04965,1.05405,13696.7197
05.01.2017 01:00:00.000,1.05407,1.05409,1.05103,1.05197,9576.5996
05.01.2017 02:00:00.000,1.05198,1.05291,1.05114,1.05152,6917.3901
05.01.2017 03:00:00.000,1.05146,1.05274,1.05140,1.05207,6399.1401
05.01.2017 04:00:00.000,1.05207,1.05290,1.05180,1.05265,4528.27
05.01.2017 05:00:00.000,1.05265,1.05638,1.05239,1.05417,10961.29
05.01.2017 06:00:00.000,1.05418,1.05751,1.05408,1.05671,8639.4902
05.01.2017 07:00:00.000,1.05666,1.05690,1.05433,1.05597,13244.4902
05.01.2017 08:00:00.000,1.05597,1.05705,1.05048,1.05154,17226.9492
05.01.2017 09:00:00.000,1.05156,1.05237,1.05017,1.05052,14520.6104
05.01.2017 10:00:00.000,1.05052,1.05138,1.04878,1.04890,11416.5996
05.01.2017 11:00:00.000,1.04889,1.05014,1.04827,1.04938,11679.0996
05.01.2017 12:00:00.000,1.04938,1.05183,1.04920,1.05016,11975.9297
05.01.2017 13:00:00.000,1.05016,1.05427,1.04938,1.05308,21886.2598
05.01.2017 14:00:00.000,1.05305,1.05512,1.05280,1.05454,18944.3691
05.01.2017 15:00:00.000,1.05456,1.06090,1.05366,1.06028,27711.1992
05.01.2017 16:00:00.000,1.06027,1.06154,1.05860,1.05988,24103.5195
05.01.2017 17:00:00.000,1.05989,1.06013,1.05921,1.05985,12038.4502
05.01.2017 18:00:00.000,1.05988,1.06074,1.05909,1.05999,9323.6699
05.01.2017 19:00:00.000,1.06002,1.06013,1.05871,1.05919,8842.7002
05.01.2017 20:00:00.000,1.05920,1.05996,1.05888,1.05993,6937.9399
05.01.2017 21:00:00.000,1.05993,1.06101,1.05993,1.06074,3695.1899
05.01.2017 22:00:00.000,1.06085,1.06091,1.06004,1.06027,1965.22
05.01.2017 23:00:00.000,1.06030,1.06134,1.06028,1.06041,4621.5
06.01.2017 00:00:00.000,1.06040,1.06076,1.05856,1.05906,8443.3096
06.01.2017 01:00:00.000,1.05906,1.05919,1.05760,1.05838,10813.4404
06.01.2017 02:00:00.000,1.05841,1.05936,1.05797,1.05876,7845.9502
06.01.2017 03:00:00.000,1.05875,1.05925,1.05803,1.05887,6511.1802
06.01.2017 04:00:00.000,1.05887,1.05916,1.05784,1.05806,6376.46
06.01.2017 05:00:00.000,1.05804,1.05835,1.05769,1.05829,6733.7202
06.01.2017 06:00:00.000,1.05827,1.05883,1.05750,1.05794,7037.73
06.01.2017 07:00:00.000,1.05794,1.05909,1.05745,1.05845,10270.2998
06.01.2017 08:00:00.000,1.05843,1.05981,1.05813,1.05938,10187.3604
06.01.2017 09:00:00.000,1.05938,1.06086,1.05868,1.06012,11105.6299
06.01.2017 10:00:00.000,1.06012,1.06077,1.05899,1.06061,9668.6602
06.01.2017 11:00:00.000,1.06062,1.06064,1.05839,1.05863,8687.3604
06.01.2017 12:00:00.000,1.05861,1.05870,1.05708,1.05799,10740.5195
06.01.2017 13:00:00.000,1.05801,1.06234,1.05397,1.05440,25138.4707
06.01.2017 14:00:00.000,1.05444,1.05692,1.05357,1.05587,21177.6094
06.01.2017 15:00:00.000,1.05585,1.05829,1.05491,1.05731,18685.3906
06.01.2017 16:00:00.000,1.05734,1.05827,1.05511,1.05587,17677.1504
06.01.2017 17:00:00.000,1.05587,1.05620,1.05358,1.05499,11286.1699
06.01.2017 18:00:00.000,1.05498,1.05520,1.05255,1.05260,9463.5098
06.01.2017 19:00:00.000,1.05261,1.05344,1.05251,1.05313,7775.0098
06.01.2017 20:00:00.000,1.05316,1.05356,1.05278,1.05344,6369.9102
06.01.2017 21:00:00.000,1.05346,1.05356,1.05302,1.05346,3266
08.01.2017 21:00:00.000,1.05346,1.05346,1.05346,1.05346,0
08.01.2017 22:00:00.000,1.05308,1.05352,1.05294,1.05329,938.7
08.01.2017 23:00:00.000,1.05327,1.05365,1.05262,1.05298,4022.1399
09.01.2017 00:00:00.000,1.05300,1.05360,1.05226,1.05353,6037.25
09.01.2017 01:00:00.000,1.05353,1.05447,1.05346,1.05423,7454.79
09.01.2017 02:00:00.000,1.05423,1.05427,1.05326,1.05326,5930.21
09.01.2017 03:00:00.000,1.05326,1.05349,1.05266,1.05300,5241.3198
09.01.2017 04:00:00.000,1.05300,1.05302,1.05239,1.05265,5213.1802
09.01.2017 05:00:00.000,1.05266,1.05323,1.05167,1.05240,6590.1401
09.01.2017 06:00:00.000,1.05240,1.05369,1.05193,1.05331,6258.6802
09.01.2017 07:00:00.000,1.05330,1.05413,1.05295,1.05375,10830.5996
09.01.2017 08:00:00.000,1.05374,1.05562,1.05347,1.05484,15125.3096
09.01.2017 09:00:00.000,1.05483,1.05524,1.05237,1.05246,16656.2695
09.01.2017 10:00:00.000,1.05246,1.05256,1.05111,1.05184,12881.1396
09.01.2017 11:00:00.000,1.05185,1.05327,1.05128,1.05246,15204.3301
09.01.2017 12:00:00.000,1.05245,1.05316,1.05202,1.05227,9287.7402
09.01.2017 13:00:00.000,1.05222,1.05420,1.05128,1.05347,13026.6797
09.01.2017 14:00:00.000,1.05349,1.05490,1.05248,1.05310,17213.1406
09.01.2017 15:00:00.000,1.05310,1.05642,1.05285,1.05552,16018.0996
09.01.2017 16:00:00.000,1.05554,1.05832,1.05546,1.05756,12913.9902
09.01.2017 17:00:00.000,1.05755,1.05788,1.05618,1.05708,8466.3301
09.01.2017 18:00:00.000,1.05710,1.05777,1.05638,1.05644,6500.6299
09.01.2017 19:00:00.000,1.05642,1.05783,1.05624,1.05779,6019.5298
09.01.2017 20:00:00.000,1.05783,1.05784,1.05580,1.05691,6754.23
09.01.2017 21:00:00.000,1.05691,1.05750,1.05672,1.05750,3040.1699
09.01.2017 22:00:00.000,1.05750,1.05895,1.05747,1.05849,1954.05
09.01.2017 23:00:00.000,1.05847,1.05896,1.05830,1.05863,4021.76
10.01.2017 00:00:00.000,1.05862,1.05998,1.05845,1.05902,6555.1001
10.01.2017 01:00:00.000,1.05902,1.05952,1.05760,1.05789,7758.0098
10.01.2017 02:00:00.000,1.05789,1.06120,1.05763,1.06072,11334.1201
10.01.2017 03:00:00.000,1.06070,1.06274,1.06046,1.06160,10703.0098
10.01.2017 04:00:00.000,1.06159,1.06196,1.06075,1.06083,7855.5298
10.01.2017 05:00:00.000,1.06084,1.06144,1.06032,1.06098,7776.4302
10.01.2017 06:00:00.000,1.06095,1.06160,1.05940,1.05953,7876.77
10.01.2017 07:00:00.000,1.05955,1.06038,1.05896,1.05983,11645.6699
10.01.2017 08:00:00.000,1.05980,1.06205,1.05872,1.06039,16433.1309
10.01.2017 09:00:00.000,1.06040,1.06068,1.05903,1.05965,12887.4902
10.01.2017 10:00:00.000,1.05967,1.06002,1.05803,1.05913,11212.7598
10.01.2017 11:00:00.000,1.05914,1.05914,1.05772,1.05785,9750.7305
10.01.2017 12:00:00.000,1.05786,1.05851,1.05625,1.05691,13230.8604
10.01.2017 13:00:00.000,1.05690,1.05769,1.05588,1.05749,12618.1904
10.01.2017 14:00:00.000,1.05749,1.06048,1.05696,1.05956,18285.6504
10.01.2017 15:00:00.000,1.05956,1.06025,1.05715,1.05936,17724.1504
10.01.2017 16:00:00.000,1.05936,1.05983,1.05682,1.05721,15720.3301
10.01.2017 17:00:00.000,1.05719,1.05754,1.05511,1.05613,10902.8301
10.01.2017 18:00:00.000,1.05613,1.05646,1.05563,1.05589,8260.6104
10.01.2017 19:00:00.000,1.05589,1.05634,1.05554,1.05584,7402.8398
10.01.2017 20:00:00.000,1.05582,1.05625,1.05562,1.05620,4126.6499
10.01.2017 21:00:00.000,1.05619,1.05620,1.05539,1.05546,3328.2
10.01.2017 22:00:00.000,1.05549,1.05621,1.05542,1.05570,1744.91
10.01.2017 23:00:00.000,1.05571,1.05571,1.05514,1.05524,2687.45
11.01.2017 00:00:00.000,1.05523,1.05635,1.05517,1.05580,5445.6699
11.01.2017 01:00:00.000,1.05581,1.05662,1.05500,1.05582,7217.8198
11.01.2017 02:00:00.000,1.05583,1.05609,1.05430,1.05464,7182.5801
11.01.2017 03:00:00.000,1.05463,1.05502,1.05363,1.05456,8123.6401
11.01.2017 04:00:00.000,1.05457,1.05508,1.05409,1.05507,7941.9502
11.01.2017 05:00:00.000,1.05507,1.05528,1.05460,1.05500,6527.3799
11.01.2017 06:00:00.000,1.05502,1.05672,1.05501,1.05627,7535.2202
11.01.2017 07:00:00.000,1.05626,1.05634,1.05532,1.05585,9127.7305
11.01.2017 08:00:00.000,1.05583,1.05600,1.05463,1.05580,11679.5898
11.01.2017 09:00:00.000,1.05581,1.05589,1.05305,1.05354,10402.6699
11.01.2017 10:00:00.000,1.05355,1.05362,1.05161,1.05224,9799.8301
11.01.2017 11:00:00.000,1.05224,1.05252,1.05135,1.05193,9755.9004
11.01.2017 12:00:00.000,1.05192,1.05210,1.05001,1.05020,12932.54
11.01.2017 13:00:00.000,1.05020,1.05153,1.04943,1.05133,14368.9697
11.01.2017 14:00:00.000,1.05132,1.05158,1.04781,1.04811,16655.9395
11.01.2017 15:00:00.000,1.04813,1.04822,1.04539,1.04740,21357.3496
11.01.2017 16:00:00.000,1.04745,1.05411,1.04584,1.04994,29220.0996
11.01.2017 17:00:00.000,1.04997,1.05730,1.04732,1.05586,29545.5391
11.01.2017 18:00:00.000,1.05586,1.06232,1.05547,1.06039,28668.7305
11.01.2017 19:00:00.000,1.06039,1.06140,1.05708,1.05767,17314.8594
11.01.2017 20:00:00.000,1.05768,1.05780,1.05645,1.05732,9909.7197
11.01.2017 21:00:00.000,1.05731,1.05850,1.05731,1.05831,3900.3401
11.01.2017 22:00:00.000,1.05833,1.05846,1.05790,1.05839,2217.98
11.01.2017 23:00:00.000,1.05842,1.05995,1.05781,1.05945,4036.3601
12.01.2017 00:00:00.000,1.05946,1.05975,1.05718,1.05822,7721.27
12.01.2017 01:00:00.000,1.05820,1.05934,1.05760,1.05842,9061.1396
12.01.2017 02:00:00.000,1.05839,1.06099,1.05830,1.05991,10816.3496
12.01.2017 03:00:00.000,1.05991,1.06142,1.05941,1.06114,8703.9297
12.01.2017 04:00:00.000,1.06115,1.06129,1.05988,1.06001,7388.73
12.01.2017 05:00:00.000,1.06001,1.06113,1.05951,1.06113,6989.3198
12.01.2017 06:00:00.000,1.06115,1.06388,1.06051,1.06380,11312.3398
12.01.2017 07:00:00.000,1.06378,1.06433,1.06277,1.06297,14611.0098
12.01.2017 08:00:00.000,1.06296,1.06649,1.06276,1.06437,18224.5293
12.01.2017 09:00:00.000,1.06433,1.06453,1.06280,1.06411,16180.2197
12.01.2017 10:00:00.000,1.06411,1.06427,1.06199,1.06385,12397.79
12.01.2017 11:00:00.000,1.06383,1.06525,1.06375,1.06517,11239.6699
12.01.2017 12:00:00.000,1.06523,1.06848,1.06518,1.06747,15960.4004
12.01.2017 13:00:00.000,1.06749,1.06826,1.06435,1.06529,19949.1602
12.01.2017 14:00:00.000,1.06528,1.06591,1.06327,1.06586,18217.7793
12.01.2017 15:00:00.000,1.06588,1.06758,1.06376,1.06526,21344.6094
12.01.2017 16:00:00.000,1.06528,1.06679,1.06480,1.06657,17919.4004
12.01.2017 17:00:00.000,1.06656,1.06690,1.06457,1.06487,11620.6396
12.01.2017 18:00:00.000,1.06489,1.06519,1.06306,1.06418,12728.5498
12.01.2017 19:00:00.000,1.06418,1.06429,1.06218,1.06271,9676.04
12.01.2017 20:00:00.000,1.06267,1.06292,1.06108,1.06235,9706.4102
12.01.2017 21:00:00.000,1.06234,1.06252,1.06117,1.06132,2960.1799
12.01.2017 22:00:00.000,1.06132,1.06193,1.06124,1.06130,1718.11
12.01.2017 23:00:00.000,1.06127,1.06169,1.06068,1.06163,5009.2598
13.01.2017 00:00:00.000,1.06159,1.06182,1.06052,1.06098,6367.6699
13.01.2017 01:00:00.000,1.06098,1.06199,1.06084,1.06164,7015.7402
13.01.2017 02:00:00.000,1.06165,1.06193,1.06040,1.06056,6641.6499
13.01.2017 03:00:00.000,1.06056,1.06124,1.06043,1.06080,5334.9302
13.01.2017 04:00:00.000,1.06079,1.06177,1.06058,1.06176,4813.4399
13.01.2017 05:00:00.000,1.06176,1.06176,1.06125,1.06174,5455.6099
13.01.2017 06:00:00.000,1.06172,1.06303,1.06145,1.06297,8064.0898
13.01.2017 07:00:00.000,1.06295,1.06411,1.06242,1.06315,12040.6699
13.01.2017 08:00:00.000,1.06314,1.06438,1.06252,1.06344,15036.3896
13.01.2017 09:00:00.000,1.06342,1.06510,1.06280,1.06444,11242.9102
13.01.2017 10:00:00.000,1.06444,1.06544,1.06407,1.06443,11557.1504
13.01.2017 11:00:00.000,1.06443,1.06579,1.06437,1.06458,8418
13.01.2017 12:00:00.000,1.06460,1.06588,1.06432,1.06452,10375.4697
13.01.2017 13:00:00.000,1.06454,1.06738,1.06206,1.06455,22066.4102
13.01.2017 14:00:00.000,1.06454,1.06527,1.06015,1.06055,23562.8496
13.01.2017 15:00:00.000,1.06055,1.06298,1.05963,1.06232,20625.8496
13.01.2017 16:00:00.000,1.06230,1.06312,1.06121,1.06246,16115.7305
13.01.2017 17:00:00.000,1.06245,1.06420,1.06222,1.06374,11522.7197
13.01.2017 18:00:00.000,1.06375,1.06444,1.06297,1.06324,8654.9502
13.01.2017 19:00:00.000,1.06324,1.06530,1.06303,1.06439,8738.6699
13.01.2017 20:00:00.000,1.06441,1.06478,1.06358,1.06372,6815.8599
13.01.2017 21:00:00.000,1.06369,1.06481,1.06367,1.06481,3733.47
15.01.2017 21:00:00.000,1.06481,1.06481,1.06481,1.06481,0
15.01.2017 22:00:00.000,1.06104,1.06329,1.06093,1.06237,1928.49
15.01.2017 23:00:00.000,1.06227,1.06359,1.06223,1.06278,5110.8501
16.01.2017 00:00:00.000,1.06278,1.06347,1.06246,1.06292,5297.79
16.01.2017 01:00:00.000,1.06289,1.06308,1.06163,1.06209,6460.0498
16.01.2017 02:00:00.000,1.06209,1.06274,1.06111,1.06220,6863.6602
16.01.2017 03:00:00.000,1.06219,1.06232,1.06065,1.06110,6053.23
16.01.2017 04:00:00.000,1.06110,1.06154,1.06051,1.06154,5079.27
16.01.2017 05:00:00.000,1.06151,1.06228,1.06114,1.06209,7746.2002
16.01.2017 06:00:00.000,1.06212,1.06298,1.06174,1.06183,7102.5698
16.01.2017 07:00:00.000,1.06183,1.06228,1.06046,1.06136,9158.0195
16.01.2017 08:00:00.000,1.06138,1.06176,1.05798,1.05832,14260.5
16.01.2017 09:00:00.000,1.05832,1.05981,1.05806,1.05904,12830.29
16.01.2017 10:00:00.000,1.05901,1.05959,1.05833,1.05862,8929.8604
16.01.2017 11:00:00.000,1.05863,1.05984,1.05794,1.05942,9714.6904
16.01.2017 12:00:00.000,1.05942,1.05987,1.05855,1.05909,9573.5098
16.01.2017 13:00:00.000,1.05911,1.06011,1.05901,1.05928,8073.4902
16.01.2017 14:00:00.000,1.05929,1.06090,1.05897,1.06068,9846.25
16.01.2017 15:00:00.000,1.06067,1.06085,1.05927,1.06062,8884.5596
16.01.2017 16:00:00.000,1.06063,1.06086,1.05909,1.06003,8875.9404
16.01.2017 17:00:00.000,1.06004,1.06087,1.05976,1.06044,4083.27
16.01.2017 18:00:00.000,1.06045,1.06054,1.05974,1.05999,2794.3799
16.01.2017 19:00:00.000,1.05994,1.06054,1.05983,1.06029,4466.0898
16.01.2017 20:00:00.000,1.06030,1.06055,1.05967,1.06000,5503.75
16.01.2017 21:00:00.000,1.06000,1.06060,1.05984,1.06060,7040.77
16.01.2017 22:00:00.000,1.06061,1.06061,1.05985,1.05991,1331.4301
16.01.2017 23:00:00.000,1.05988,1.06077,1.05983,1.06027,3077.1599
17.01.2017 00:00:00.000,1.06026,1.06190,1.06025,1.06064,6227.7402
17.01.2017 01:00:00.000,1.06064,1.06108,1.06009,1.06032,6922.27
17.01.2017 02:00:00.000,1.06028,1.06215,1.06025,1.06206,7668.3398
17.01.2017 03:00:00.000,1.06206,1.06303,1.06148,1.06247,6890.6001
17.01.2017 04:00:00.000,1.06247,1.06436,1.06229,1.06401,9083.1904
17.01.2017 05:00:00.000,1.06402,1.06594,1.06402,1.06577,9233.7402
17.01.2017 06:00:00.000,1.06577,1.06661,1.06471,1.06551,10250.0996
17.01.2017 07:00:00.000,1.06550,1.06587,1.06406,1.06550,12948.7305
17.01.2017 08:00:00.000,1.06547,1.06716,1.06546,1.06632,14523.6299
17.01.2017 09:00:00.000,1.06632,1.06820,1.06553,1.06793,16543.2305
17.01.2017 10:00:00.000,1.06792,1.06821,1.06578,1.06799,13437.4297
17.01.2017 11:00:00.000,1.06799,1.07193,1.06798,1.07098,20318.5391
17.01.2017 12:00:00.000,1.07097,1.07128,1.06837,1.06837,21769.3809
17.01.2017 13:00:00.000,1.06838,1.06937,1.06676,1.06919,23193.1309
17.01.2017 14:00:00.000,1.06919,1.07168,1.06898,1.07156,22409.5293
17.01.2017 15:00:00.000,1.07154,1.07164,1.06909,1.06946,20005.9102
17.01.2017 16:00:00.000,1.06948,1.07130,1.06898,1.06947,13977.5703
17.01.2017 17:00:00.000,1.06947,1.07070,1.06937,1.06994,10382.6201
17.01.2017 18:00:00.000,1.06995,1.07039,1.06945,1.07034,7388.1001
17.01.2017 19:00:00.000,1.07035,1.07133,1.07033,1.07092,11338.4004
17.01.2017 20:00:00.000,1.07092,1.07111,1.07009,1.07051,7453.8398
17.01.2017 21:00:00.000,1.07047,1.07145,1.07047,1.07139,3665.6201
17.01.2017 22:00:00.000,1.07135,1.07154,1.07098,1.07114,1686.76
17.01.2017 23:00:00.000,1.07112,1.07134,1.06963,1.06967,3654.1001
18.01.2017 00:00:00.000,1.06968,1.07096,1.06957,1.07095,6370.2598
18.01.2017 01:00:00.000,1.07097,1.07126,1.06919,1.06993,8189.96
18.01.2017 02:00:00.000,1.06990,1.06990,1.06886,1.06934,7063.29
18.01.2017 03:00:00.000,1.06935,1.07006,1.06932,1.06980,6131.0098
18.01.2017 04:00:00.000,1.06982,1.07002,1.06933,1.06980,5938.4102
18.01.2017 05:00:00.000,1.06980,1.07003,1.06814,1.06846,8232.3496
18.01.2017 06:00:00.000,1.06847,1.06918,1.06786,1.06808,7312.3901
18.01.2017 07:00:00.000,1.06806,1.06857,1.06761,1.06782,10261.2598
18.01.2017 08:00:00.000,1.06780,1.07048,1.06766,1.06914,13525.1201
18.01.2017 09:00:00.000,1.06915,1.06964,1.06849,1.06959,11518.4004
18.01.2017 10:00:00.000,1.06960,1.06965,1.06800,1.06860,11601.0996
18.01.2017 11:00:00.000,1.06855,1.06886,1.06792,1.06868,9321.46
18.01.2017 12:00:00.000,1.06870,1.06887,1.06651,1.06655,9303.3398
18.01.2017 13:00:00.000,1.06659,1.06737,1.06557,1.06685,17562.5703
18.01.2017 14:00:00.000,1.06685,1.06893,1.06652,1.06846,16889.8809
18.01.2017 15:00:00.000,1.06843,1.07031,1.06807,1.06954,18909.0703
18.01.2017 16:00:00.000,1.06955,1.06964,1.06768,1.06827,17272.5195
18.01.2017 17:00:00.000,1.06826,1.06920,1.06755,1.06832,10990.3203
18.01.2017 18:00:00.000,1.06832,1.06837,1.06638,1.06669,10246.1299
18.01.2017 19:00:00.000,1.06669,1.06724,1.06607,1.06713,10213.8799
18.01.2017 20:00:00.000,1.06720,1.06724,1.06303,1.06384,19746.1992
18.01.2017 21:00:00.000,1.06381,1.06390,1.06292,1.06302,4747.1099
18.01.2017 22:00:00.000,1.06300,1.06361,1.06272,1.06345,2076.1899
18.01.2017 23:00:00.000,1.06346,1.06356,1.06247,1.06285,4068.1699
19.01.2017 00:00:00.000,1.06285,1.06345,1.06225,1.06259,6886.2202
19.01.2017 01:00:00.000,1.06260,1.06332,1.06234,1.06282,8032.1201
19.01.2017 02:00:00.000,1.06282,1.06421,1.06273,1.06376,8291.5996
19.01.2017 03:00:00.000,1.06376,1.06456,1.06350,1.06390,6771.48
19.01.2017 04:00:00.000,1.06390,1.06434,1.06372,1.06408,5498.6201
19.01.2017 05:00:00.000,1.06407,1.06410,1.06325,1.06394,6034.7402
19.01.2017 06:00:00.000,1.06392,1.06441,1.06336,1.06424,5875.8101
19.01.2017 07:00:00.000,1.06424,1.06473,1.06325,1.06420,12054.7803
19.01.2017 08:00:00.000,1.06420,1.06556,1.06382,1.06552,15556.54
19.01.2017 09:00:00.000,1.06552,1.06707,1.06525,1.06610,14423.3604
19.01.2017 10:00:00.000,1.06609,1.06630,1.06535,1.06562,11008.54
19.01.2017 11:00:00.000,1.06561,1.06653,1.06535,1.06643,9904.0703
19.01.2017 12:00:00.000,1.06641,1.06697,1.06579,1.06692,11805.6904
19.01.2017 13:00:00.000,1.06689,1.06769,1.06031,1.06195,23962.9297
19.01.2017 14:00:00.000,1.06196,1.06229,1.05896,1.05909,27621.5293
19.01.2017 15:00:00.000,1.05910,1.06222,1.05894,1.06097,22918.7402
19.01.2017 16:00:00.000,1.06105,1.06369,1.06097,1.06301,18925.6602
19.01.2017 17:00:00.000,1.06299,1.06337,1.06149,1.06325,13046.7598
19.01.2017 18:00:00.000,1.06323,1.06414,1.06185,1.06267,12655.1797
19.01.2017 19:00:00.000,1.06267,1.06604,1.06258,1.06599,14613.8398
19.01.2017 20:00:00.000,1.06599,1.06694,1.06553,1.06609,11334.2002
19.01.2017 21:00:00.000,1.06608,1.06662,1.06578,1.06638,3156.8601
19.01.2017 22:00:00.000,1.06639,1.06671,1.06584,1.06592,2197.6001
19.01.2017 23:00:00.000,1.06592,1.06625,1.06565,1.06596,4124.6401
20.01.2017 00:00:00.000,1.06597,1.06621,1.06525,1.06540,4733.1499
